product_category,Product_Subcategory,Quantity,Unit_Price,Price,Tax,Payment_mode,Reviews,Income,city,Return,total_price,tax_ratio
Footwear,Women,3,1273,3819,400.995,Credit Card,1.0,9224.0,Hyderabad,1,4219.995,0.10497251308900524
Clothing,Mens,4,451,1804,189.42,Mobile Payments,4.0,77881.0,Ahmedabad,0,1993.42,0.10494182825484764
Home and kitchen,Furnishing,3,186,558,58.59,Mobile Payments,4.0,21120.0,Mumbai,0,616.59,0.10481216457960645
Books,DIY,4,1233,4932,517.86,Credit Card,5.0,14360.0,Hyderabad,0,5449.86,0.10497871477802555
Clothing,Mens,1,556,556,58.38,Mobile Payments,5.0,82105.0,Hyderabad,0,614.38,0.10481149012567326
Home and kitchen,Tools,4,819,3276,343.98,Credit Card,5.0,54173.0,Gurgaon,0,3619.98,0.10496795849862679
Footwear,Kids,4,1020,4080,428.4,Credit Card,1.0,82151.0,Hyderabad,0,4508.4,0.10497427101200686
Bags,Mens,1,762,762,80.01,Mobile Payments,5.0,69084.0,Kolkata,0,842.01,0.10486238532110093
Books,Fiction,4,446,1784,187.32,Mobile Payments,5.0,69486.0,Pune,0,1971.32,0.10494117647058823
Books,Academic,2,413,826,86.73,Mobile Payments,5.0,54577.0,Ahmedabad,0,912.73,0.10487303506650544
Footwear,Women,4,465,1860,195.3,Mobile Payments,3.0,144202.0,Gurgaon,0,2055.3,0.10494357872111769
Electronics,Personal Appliances,2,306,612,64.26,Cash,5.0,72347.0,Hyderabad,0,676.26,0.10482871125611747
Footwear,Kids,4,1232,4928,517.44,Credit Card,5.0,100080.0,Kolkata,0,5445.4400000000005,0.10497869750456483
Clothing,Women,1,220,220,23.1,Mobile Payments,5.0,56414.0,Vishakhapatnam,0,243.1,0.10452488687782806
Bags,Women,4,138,552,57.96,Mobile Payments,5.0,68180.0,Hyderabad,0,609.96,0.10481012658227848
Clothing,Women,4,362,1448,152.04,Mobile Payments,5.0,17720.0,Mumbai,0,1600.04,0.10492753623188406
Footwear,Mens,2,628,1256,131.88,Cash,4.0,7157.0,New Delhi,0,1387.88,0.1049164677804296
Clothing,Mens,3,494,1482,155.61,Mobile Payments,5.0,25552.0,Mumbai,0,1637.6100000000001,0.10492919757248821
Bags,Women,2,348,696,146.16,Mobile Payments,1.0,37346.0,Gurgaon,1,842.16,0.2096987087517934
Clothing,Mens,2,190,380,39.9,Mobile Payments,5.0,99687.0,Mumbai,0,419.9,0.10472440944881889
Footwear,Mens,2,900,1800,189.0,Cash,5.0,21050.0,Kolkata,0,1989.0,0.10494169905607996
Clothing,Mens,5,293,1465,153.825,Mobile Payments,5.0,21640.0,Kolkata,0,1618.825,0.10492837653478854
Bags,Mens,3,868,2604,273.42,Credit Card,4.0,88263.0,Kolkata,0,2877.42,0.10495969289827256
Footwear,Women,5,432,2160,136.08,Mobile Payments,1.0,10277.0,Vishakhapatnam,1,2296.08,0.06297084683017122
Footwear,Mens,3,204,612,64.26,Mobile Payments,5.0,47629.0,Hyderabad,0,676.26,0.10482871125611747
Home and kitchen,Furnishing,5,381,1905,160.02,Mobile Payments,1.0,61469.0,New Delhi,1,2065.02,0.08395592864637985
Books,Fiction,3,626,1878,197.19,Mobile Payments,4.0,50425.0,New Delhi,0,2075.19,0.10494411921234699
Clothing,Mens,5,1202,6010,631.05,Debit Card,5.0,20236.0,Kolkata,0,6641.05,0.10498253202462152
Footwear,Kids,1,540,540,56.7,Mobile Payments,3.0,91621.0,Pune,0,596.7,0.10480591497227357
Footwear,Mens,5,1368,6840,718.2,Debit Card,4.0,49177.0,Ahmedabad,0,7558.2,0.10498465136675925
Clothing,Mens,4,242,968,101.64,Mobile Payments,5.0,91098.0,Chennai,1,1069.64,0.10489164086687307
Bags,Women,5,536,2680,56.28,Mobile Payments,1.0,125154.0,Kolkata,1,2736.28,0.020992167101827677
Electronics,Personal Appliances,3,1478,4434,465.57,Debit Card,4.0,38121.0,Pune,0,4899.57,0.10497632468996618
Footwear,Women,2,488,976,102.48,Mobile Payments,2.0,24966.0,Ahmedabad,0,1078.48,0.10489252814738997
Footwear,Kids,5,935,4675,490.875,Debit Card,1.0,71042.0,Vishakhapatnam,1,5165.875,0.10497754491017965
Clothing,Mens,4,365,1460,153.3,Mobile Payments,5.0,91343.0,Vishakhapatnam,0,1613.3,0.1049281314168378
Clothing,Mens,5,1095,5475,574.875,Debit Card,4.0,52262.0,Mumbai,0,6049.875,0.1049808254200146
Footwear,Women,2,317,634,66.57,Mobile Payments,5.0,89735.0,Ahmedabad,0,700.5699999999999,0.10483464566929133
Footwear,Mens,1,175,175,18.375,Mobile Payments,5.0,16843.0,Vishakhapatnam,0,193.375,0.10440340909090909
Footwear,Mens,3,846,2538,266.49,Debit Card,4.0,99704.0,Chennai,0,2804.49,0.10495864513588027
Bags,Mens,5,263,1315,55.23,Cash,1.0,158176.0,Hyderabad,1,1370.23,0.041968085106382974
Bags,Mens,1,174,174,18.27,Mobile Payments,4.0,19642.0,Vishakhapatnam,0,192.27,0.10439999999999999
Clothing,Women,2,263,526,55.23,Mobile Payments,4.0,86845.0,Gurgaon,0,581.23,0.10480075901328273
Clothing,Women,3,175,525,55.125,Mobile Payments,1.0,109562.0,Bangalore,0,580.125,0.10480038022813688
Bags,Mens,5,263,1315,138.075,Mobile Payments,5.0,60138.0,Mumbai,0,1453.075,0.10492021276595744
Footwear,Kids,1,525,525,55.125,Mobile Payments,5.0,71297.0,New Delhi,0,580.125,0.10480038022813688
Bags,Women,4,131,524,55.02,Mobile Payments,2.0,48817.0,Chennai,0,579.02,0.1048
Footwear,Women,1,840,840,88.2,Mobile Payments,1.0,9580.0,Pune,0,928.2,0.10487514863258027
Home and kitchen,Tools,1,881,881,92.505,Mobile Payments,1.0,149276.0,Pune,0,973.505,0.10488095238095238
Books,DIY,4,432,1728,181.44,Mobile Payments,2.0,78952.0,Chennai,0,1909.44,0.10493927125506072
Books,Fiction,3,1370,4110,431.55,Debit Card,5.0,73734.0,Kolkata,0,4541.55,0.10497445876915593
Clothing,Women,3,489,1467,154.035,Mobile Payments,2.0,109646.0,Hyderabad,0,1621.035,0.10492847411444141
Footwear,Kids,5,1106,5530,580.65,Credit Card,1.0,57648.0,Pune,0,6110.65,0.10498101609112276
Home and kitchen,Kitchen,4,586,2344,246.12,Debit Card,5.0,88794.0,Mumbai,0,2590.12,0.10495522388059701
Bags,Women,1,738,738,77.49,Mobile Payments,5.0,106808.0,Kolkata,0,815.49,0.10485791610284168
Books,Non-Fiction,2,259,518,54.39,Cash,4.0,62999.0,Chennai,0,572.39,0.10479768786127168
Footwear,Women,5,1448,7240,760.2,Credit Card,5.0,74135.0,New Delhi,0,8000.2,0.10498549924043642
Electronics,Personal Appliances,1,325,325,34.125,Mobile Payments,5.0,79930.0,Pune,0,359.125,0.10467791411042945
Home and kitchen,Bath,2,775,1550,162.75,Mobile Payments,4.0,24678.0,Chennai,0,1712.75,0.10493230174081238
Clothing,Women,5,725,3625,380.625,Credit Card,2.0,23021.0,Vishakhapatnam,0,4005.625,0.10497104247104247
Footwear,Kids,3,1009,3027,317.835,Credit Card,4.0,23632.0,Gurgaon,0,3344.835,0.10496532364597093
Footwear,Women,1,511,511,53.655,Cash,5.0,68440.0,Hyderabad,0,564.655,0.104794921875
Clothing,Mens,4,113,452,47.46,Mobile Payments,4.0,113473.0,Gurgaon,0,499.46,0.1047682119205298
Footwear,Women,3,792,2376,249.48,Debit Card,5.0,96794.0,Kolkata,0,2625.48,0.10495582667227597
Bags,Mens,1,506,506,53.13,Mobile Payments,5.0,78697.0,Kolkata,0,559.13,0.10479289940828403
Clothing,Women,5,114,570,59.85,Cash,3.0,102113.0,Ahmedabad,0,629.85,0.10481611208406305
Clothing,Mens,1,506,506,53.13,Cash,4.0,66060.0,Vishakhapatnam,0,559.13,0.10479289940828403
Books,Fiction,4,378,1512,158.76,Mobile Payments,4.0,17591.0,Kolkata,0,1670.76,0.10493060145406477
Bags,Women,2,791,1582,166.11,Cash,5.0,13944.0,New Delhi,0,1748.1100000000001,0.10493367024636767
Footwear,Mens,3,1163,3489,366.345,Debit Card,5.0,75131.0,Bangalore,0,3855.3450000000003,0.10496991404011462
Clothing,Women,1,503,503,52.815,Mobile Payments,5.0,12342.0,Mumbai,0,555.815,0.10479166666666666
Footwear,Mens,1,499,499,52.395,Mobile Payments,5.0,89793.0,Hyderabad,0,551.395,0.10479000000000001
Bags,Mens,2,388,776,81.48,Mobile Payments,2.0,59497.0,Gurgaon,0,857.48,0.10486486486486488
Electronics,Audio and video,4,418,1672,43.89,Cash,1.0,73402.0,Bangalore,1,1715.89,0.026234309623430964
Footwear,Kids,3,465,1395,146.475,Mobile Payments,3.0,112318.0,Chennai,0,1541.475,0.10492478510028654
Clothing,Mens,1,493,493,51.765,Mobile Payments,1.0,31737.0,Hyderabad,0,544.765,0.10478744939271255
Home and kitchen,Bath,1,1450,1450,152.25,Cash,4.0,72661.0,Pune,0,1602.25,0.1049276361130255
Footwear,Mens,2,694,1388,145.74,Mobile Payments,5.0,14856.0,Chennai,0,1533.74,0.10492440604751621
Home and kitchen,Bath,1,1365,1365,143.325,Mobile Payments,4.0,86124.0,Vishakhapatnam,0,1508.325,0.10492313323572473
Clothing,Women,3,1157,3471,364.455,Credit Card,5.0,24820.0,Gurgaon,0,3835.455,0.10496975806451612
Footwear,Women,5,147,735,46.305,Mobile Payments,1.0,59388.0,Gurgaon,1,781.305,0.06291440217391304
Bags,Mens,3,718,2154,226.17,Credit Card,5.0,23969.0,Mumbai,0,2380.17,0.10495127610208817
Footwear,Kids,4,442,1768,185.64,Mobile Payments,5.0,62767.0,Mumbai,0,1953.6399999999999,0.10494064443188242
Clothing,Mens,1,1377,1377,144.585,Mobile Payments,5.0,111898.0,Mumbai,0,1521.585,0.10492380261248187
Home and kitchen,Furnishing,3,161,483,50.715,Mobile Payments,5.0,98319.0,Pune,0,533.715,0.10478305785123967
Footwear,Women,4,658,2632,276.36,Debit Card,4.0,89935.0,Mumbai,0,2908.36,0.10496012153437144
Clothing,Women,4,103,412,43.26,Mobile Payments,5.0,28499.0,Gurgaon,0,455.26,0.1047457627118644
Bags,Mens,5,151,755,63.42,Cash,1.0,88460.0,Gurgaon,1,818.42,0.08388888888888889
Books,Fiction,4,1022,4088,429.24,Debit Card,4.0,66372.0,Mumbai,0,4517.24,0.10497432134996332
Clothing,Women,2,166,332,34.86,Mobile Payments,5.0,94280.0,Ahmedabad,0,366.86,0.10468468468468468
Clothing,Women,1,1014,1014,106.47,Mobile Payments,4.0,99583.0,Hyderabad,0,1120.47,0.10489655172413793
Home and kitchen,Tools,3,672,2016,211.68,Debit Card,4.0,92657.0,Gurgaon,0,2227.68,0.10494794248884483
Clothing,Women,5,181,905,95.025,Mobile Payments,5.0,108093.0,Bangalore,0,1000.025,0.1048841059602649
Clothing,Women,1,477,477,50.085,Cash,5.0,51960.0,Ahmedabad,0,527.085,0.10478033472803347
Footwear,Kids,2,956,1912,200.76,Mobile Payments,2.0,98073.0,Kolkata,0,2112.76,0.10494511238891792
Electronics,Cameras,5,1017,5085,533.925,Credit Card,5.0,77398.0,Ahmedabad,0,5618.925,0.10497935509241053
Electronics,Personal Appliances,5,95,475,49.875,Cash,4.0,71288.0,Pune,0,524.875,0.10477941176470588
Footwear,Women,1,1043,1043,109.515,Mobile Payments,5.0,90579.0,Ahmedabad,0,1152.515,0.10489942528735632
Home and kitchen,Bath,2,1164,2328,244.44,Credit Card,5.0,69436.0,Ahmedabad,0,2572.44,0.10495491627307857
Footwear,Mens,5,1438,7190,452.97,Credit Card,4.0,37183.0,Vishakhapatnam,1,7642.97,0.06299123904881102
Books,Fiction,1,1233,1233,129.465,Mobile Payments,4.0,92298.0,Chennai,0,1362.465,0.10491491085899514
Footwear,Mens,1,472,472,49.56,Cash,2.0,122384.0,Kolkata,0,521.56,0.10477801268498943
Footwear,Women,4,618,2472,259.56,Credit Card,5.0,17049.0,Vishakhapatnam,0,2731.56,0.10495754144763446
Clothing,Mens,2,630,1260,132.3,Mobile Payments,2.0,53235.0,Chennai,0,1392.3,0.10491673275178431
Clothing,Mens,3,776,2328,244.44,Debit Card,1.0,87328.0,Kolkata,0,2572.44,0.10495491627307857
Home and kitchen,Kitchen,1,1024,1024,107.52,Mobile Payments,4.0,23428.0,Bangalore,0,1131.52,0.10489756097560975
Electronics,Cameras,4,516,2064,216.72,Debit Card,4.0,46952.0,Hyderabad,0,2280.72,0.10494915254237289
Home and kitchen,Tools,5,1371,6855,719.775,Credit Card,4.0,24061.0,Chennai,0,7574.775,0.10498468494749125
Bags,Mens,1,468,468,49.14,Mobile Payments,5.0,34760.0,Hyderabad,0,517.14,0.10477611940298508
Bags,Women,1,667,667,70.035,Cash,5.0,86848.0,Bangalore,0,737.035,0.10484281437125748
Home and kitchen,Kitchen,5,594,2970,249.48,Credit Card,4.0,32005.0,Gurgaon,1,3219.48,0.08397172669134971
Books,Non-Fiction,2,1277,2554,268.17,Credit Card,5.0,47479.0,New Delhi,0,2822.17,0.10495890410958905
Books,Fiction,4,775,3100,325.5,Credit Card,4.0,54203.0,Chennai,0,3425.5,0.10496613995485328
Books,Non-Fiction,4,487,1948,204.54,Mobile Payments,5.0,54088.0,Pune,0,2152.54,0.10494612621857362
Bags,Women,5,1294,6470,543.48,Credit Card,1.0,18109.0,Bangalore,1,7013.48,0.08398701900788132
Footwear,Women,5,1300,6500,682.5,Debit Card,1.0,47761.0,Gurgaon,1,7182.5,0.10498384863867097
Books,DIY,3,797,2391,251.055,Credit Card,5.0,99486.0,Bangalore,0,2642.055,0.10495610367892977
Home and kitchen,Furnishing,5,1173,5865,615.825,Debit Card,5.0,56314.0,Ahmedabad,0,6480.825,0.10498210023866349
Clothing,Women,2,1178,2356,247.38,Credit Card,5.0,48507.0,Gurgaon,0,2603.38,0.1049554518455664
Footwear,Kids,2,167,334,35.07,Cash,4.0,117279.0,Chennai,0,369.07,0.10468656716417911
Home and kitchen,Kitchen,5,120,600,63.0,Mobile Payments,4.0,75366.0,Vishakhapatnam,0,663.0,0.1048252911813644
Electronics,Cameras,3,1169,3507,368.235,Debit Card,4.0,96253.0,Bangalore,0,3875.235,0.10497006841505131
Books,DIY,4,614,2456,257.88,Debit Card,5.0,57608.0,Hyderabad,0,2713.88,0.10495726495726496
Home and kitchen,Tools,5,946,4730,496.65,Credit Card,1.0,95986.0,Mumbai,0,5226.65,0.10497780596068484
Footwear,Mens,1,448,448,47.04,Mobile Payments,1.0,127210.0,Kolkata,0,495.04,0.10476614699331849
Clothing,Mens,4,1135,4540,476.7,Credit Card,5.0,121045.0,Mumbai,0,5016.7,0.104976877339793
Footwear,Mens,4,680,2720,285.6,Credit Card,5.0,43091.0,Gurgaon,0,3005.6,0.1049614112458655
Books,Academic,4,1070,4280,449.4,Debit Card,5.0,111275.0,Vishakhapatnam,0,4729.4,0.10497547302032235
Books,Non-Fiction,3,1448,4344,456.12,Credit Card,5.0,29334.0,Hyderabad,0,4800.12,0.10497583429228999
Footwear,Kids,3,1348,4044,424.62,Debit Card,4.0,57730.0,Gurgaon,0,4468.62,0.10497404202719407
Books,Non-Fiction,4,1004,4016,421.68,Credit Card,5.0,20694.0,New Delhi,0,4437.68,0.10497386109036595
Books,Academic,1,440,440,46.2,Mobile Payments,3.0,40799.0,Kolkata,0,486.2,0.10476190476190476
Bags,Women,5,87,435,45.675,Mobile Payments,1.0,118324.0,Kolkata,1,480.675,0.10475917431192659
Electronics,Audio and video,4,824,3296,346.08,Debit Card,5.0,15410.0,Hyderabad,0,3642.08,0.10496815286624203
Footwear,Kids,1,434,434,45.57,Mobile Payments,5.0,101479.0,Chennai,0,479.57,0.10475862068965518
Books,Fiction,4,976,3904,204.96,Mobile Payments,1.0,53659.0,Ahmedabad,1,4108.96,0.0524865556978233
Footwear,Women,3,108,324,45.36,Cash,2.0,99628.0,Ahmedabad,1,369.36,0.13956923076923078
Footwear,Women,5,1194,5970,250.74,Debit Card,1.0,93271.0,Pune,1,6220.74,0.041992966002344666
Home and kitchen,Kitchen,3,144,432,45.36,Mobile Payments,5.0,70943.0,Ahmedabad,0,477.36,0.10475750577367206
Home and kitchen,Furnishing,4,1496,5984,471.24,Debit Card,1.0,61863.0,Chennai,1,6455.24,0.07873684210526316
Footwear,Kids,4,977,3908,410.34,Credit Card,3.0,112129.0,New Delhi,0,4318.34,0.10497313891020721
Clothing,Mens,1,431,431,45.255,Mobile Payments,4.0,133633.0,Chennai,0,476.255,0.10475694444444444
Clothing,Women,5,483,2415,253.575,Credit Card,5.0,84068.0,New Delhi,0,2668.575,0.10495653973509933
Books,Academic,2,213,426,44.73,Cash,5.0,41517.0,Vishakhapatnam,0,470.73,0.10475409836065573
Clothing,Women,3,951,2853,299.565,Credit Card,5.0,89497.0,Chennai,0,3152.565,0.10496320953048353
Books,DIY,3,1413,4239,445.095,Credit Card,5.0,55738.0,Gurgaon,0,4684.095,0.10497523584905662
Footwear,Women,4,1343,5372,564.06,Debit Card,5.0,66532.0,Mumbai,0,5936.0599999999995,0.10498045784477944
Electronics,Cameras,4,1498,5992,629.16,Credit Card,4.0,43698.0,Gurgaon,0,6621.16,0.10498247955948606
Bags,Women,1,422,422,44.31,Mobile Payments,5.0,110739.0,Kolkata,0,466.31,0.10475177304964539
Books,DIY,1,422,422,44.31,Mobile Payments,5.0,42160.0,Vishakhapatnam,0,466.31,0.10475177304964539
Footwear,Mens,1,821,821,86.205,Cash,5.0,40305.0,Ahmedabad,0,907.205,0.10487226277372262
Home and kitchen,Tools,1,417,417,43.785,Mobile Payments,5.0,132333.0,Bangalore,0,460.78499999999997,0.10474880382775119
Home and kitchen,Tools,3,139,417,43.785,Mobile Payments,5.0,129090.0,Bangalore,0,460.78499999999997,0.10474880382775119
Home and kitchen,Bath,4,597,2388,250.74,Credit Card,5.0,15975.0,Gurgaon,0,2638.74,0.10495604855588113
Footwear,Mens,4,1191,4764,375.165,Credit Card,1.0,76602.0,Bangalore,1,5139.165,0.07873347324239245
Books,DIY,2,1333,2666,279.93,Credit Card,5.0,24299.0,Kolkata,0,2945.93,0.10496062992125985
Clothing,Women,4,736,2944,309.12,Debit Card,1.0,91340.0,Vishakhapatnam,0,3253.12,0.10496434634974533
Bags,Women,4,1325,5300,556.5,Debit Card,1.0,84211.0,Hyderabad,1,5856.5,0.10498019241652519
Clothing,Mens,5,1132,5660,594.3,Credit Card,5.0,105012.0,Ahmedabad,0,6254.3,0.10498145204027556
Footwear,Kids,4,924,3696,388.08,Credit Card,5.0,77517.0,New Delhi,0,4084.08,0.10497159859345415
Clothing,Mens,5,380,1900,199.5,Mobile Payments,5.0,27464.0,Bangalore,0,2099.5,0.10494476591267754
Bags,Mens,5,1199,5995,629.475,Credit Card,3.0,23944.0,Mumbai,0,6624.475,0.10498248832555038
Clothing,Women,2,727,1454,229.005,Debit Card,1.0,65733.0,Bangalore,1,1683.005,0.15739175257731958
Clothing,Mens,1,399,399,41.895,Mobile Payments,3.0,100316.0,Pune,0,440.895,0.10473750000000001
Home and kitchen,Kitchen,3,508,1524,160.02,Mobile Payments,5.0,106468.0,Bangalore,0,1684.02,0.10493114754098361
Clothing,Mens,4,840,3360,352.8,Credit Card,5.0,31150.0,Gurgaon,0,3712.8,0.10496875929782803
Clothing,Mens,3,747,2241,235.305,Credit Card,2.0,20520.0,Mumbai,0,2476.305,0.10495316681534345
Home and kitchen,Furnishing,1,396,396,41.58,Mobile Payments,5.0,11135.0,Vishakhapatnam,0,437.58,0.10473551637279596
Footwear,Mens,2,197,394,41.37,Cash,4.0,75665.0,Kolkata,0,435.37,0.10473417721518986
Bags,Women,2,545,1090,114.45,Mobile Payments,2.0,7622.0,Kolkata,0,1204.45,0.104903758020165
Clothing,Women,3,762,2286,240.03,Credit Card,3.0,113383.0,Vishakhapatnam,0,2526.03,0.10495408832531701
Home and kitchen,Bath,1,1013,1013,106.365,Mobile Payments,5.0,26015.0,Vishakhapatnam,0,1119.365,0.10489644970414201
Footwear,Mens,1,408,408,42.84,Mobile Payments,4.0,77113.0,Bangalore,0,450.84000000000003,0.1047432762836186
Electronics,Personal Appliances,4,194,776,40.74,Mobile Payments,1.0,29531.0,Ahmedabad,1,816.74,0.05243243243243244
Footwear,Mens,2,197,394,41.37,Mobile Payments,4.0,18471.0,Chennai,0,435.37,0.10473417721518986
Bags,Women,2,809,1618,169.89,Mobile Payments,5.0,17628.0,Pune,0,1787.8899999999999,0.10493514515132797
Home and kitchen,Kitchen,5,891,4455,467.775,Credit Card,5.0,22601.0,Hyderabad,0,4922.775,0.10497643626570916
Bags,Mens,2,475,950,99.75,Mobile Payments,5.0,67510.0,Pune,0,1049.75,0.10488958990536278
Bags,Mens,5,382,1910,200.55,Mobile Payments,4.0,95908.0,Pune,0,2110.55,0.10494505494505495
Bags,Women,3,249,747,78.435,Cash,3.0,19743.0,Vishakhapatnam,0,825.435,0.1048596256684492
Electronics,Computers,2,1322,2644,277.62,Credit Card,5.0,73829.0,Gurgaon,0,2921.62,0.10496030245746692
Footwear,Mens,1,830,830,87.15,Mobile Payments,4.0,107008.0,Kolkata,0,917.15,0.10487364620938629
Footwear,Mens,5,539,2695,282.975,Debit Card,5.0,62311.0,Kolkata,0,2977.975,0.10496105341246291
Footwear,Kids,2,611,1222,128.31,Mobile Payments,2.0,57175.0,Chennai,0,1350.31,0.1049141455437449
Clothing,Mens,5,74,370,38.85,Mobile Payments,4.0,10359.0,Kolkata,0,408.85,0.10471698113207548
Books,DIY,1,1383,1383,145.215,Mobile Payments,5.0,49507.0,Ahmedabad,0,1528.215,0.10492413294797688
Electronics,Computers,1,369,369,38.745,Mobile Payments,5.0,90956.0,New Delhi,0,407.745,0.10471621621621621
Clothing,Women,1,1095,1095,459.9,Debit Card,1.0,31148.0,New Delhi,1,1554.9,0.4196167883211679
Footwear,Women,4,911,3644,382.62,Credit Card,3.0,50590.0,Chennai,0,4026.62,0.10497119341563786
Footwear,Women,3,977,2931,307.755,Debit Card,5.0,25877.0,New Delhi,0,3238.755,0.10496418826739427
Electronics,Cameras,2,912,1824,191.52,Mobile Payments,5.0,111336.0,Bangalore,0,2015.52,0.10494246575342467
Clothing,Women,5,183,915,38.43,Mobile Payments,1.0,58808.0,Kolkata,1,953.43,0.04195414847161572
Clothing,Women,3,1088,3264,342.72,Debit Card,5.0,84701.0,Chennai,0,3606.7200000000003,0.10496784073506892
Footwear,Kids,5,1456,7280,764.4,Credit Card,4.0,56705.0,Mumbai,0,8044.4,0.1049855789039967
Bags,Women,2,245,490,51.45,Mobile Payments,5.0,27759.0,Mumbai,0,541.45,0.10478615071283097
Books,Academic,5,381,1905,200.025,Mobile Payments,1.0,104239.0,Gurgaon,0,2105.025,0.10494491080797481
Clothing,Women,2,181,362,38.01,Cash,2.0,63980.0,Gurgaon,0,400.01,0.10471074380165289
Home and kitchen,Kitchen,2,879,1758,184.59,Cash,5.0,47553.0,Gurgaon,0,1942.59,0.10494030699260944
Clothing,Women,2,180,360,37.8,Mobile Payments,4.0,63132.0,Hyderabad,0,397.8,0.10470914127423822
Books,Fiction,2,355,710,74.55,Mobile Payments,5.0,48163.0,Hyderabad,0,784.55,0.10485232067510548
Clothing,Women,3,629,1887,198.135,Mobile Payments,1.0,38206.0,Chennai,1,2085.135,0.10494438559322034
Home and kitchen,Furnishing,4,90,360,37.8,Mobile Payments,5.0,13585.0,Ahmedabad,0,397.8,0.10470914127423822
Electronics,Computers,2,482,964,202.44,Mobile Payments,1.0,21171.0,Vishakhapatnam,1,1166.44,0.2097823834196891
Books,Academic,4,603,2412,253.26,Credit Card,4.0,17319.0,Bangalore,0,2665.26,0.10495648570244509
Clothing,Women,3,1199,3597,377.685,Credit Card,5.0,22293.0,Gurgaon,0,3974.685,0.10497081712062258
Electronics,Audio and video,4,753,3012,316.26,Credit Card,5.0,24686.0,Ahmedabad,0,3328.26,0.10496515101228011
Clothing,Women,3,620,1860,195.3,Cash,5.0,83093.0,Mumbai,0,2055.3,0.10494357872111769
Clothing,Women,3,873,2619,274.995,Credit Card,5.0,77728.0,Mumbai,0,2893.995,0.10495992366412214
Electronics,Personal Appliances,2,178,356,37.38,Mobile Payments,2.0,46848.0,Hyderabad,0,393.38,0.10470588235294119
Footwear,Kids,5,934,4670,490.35,Credit Card,2.0,67464.0,Chennai,1,5160.35,0.10497752087347463
Home and kitchen,Tools,1,140,140,14.7,Mobile Payments,5.0,25055.0,Chennai,0,154.7,0.10425531914893617
Home and kitchen,Bath,1,857,857,359.94,Debit Card,1.0,45564.0,Ahmedabad,1,1216.94,0.4195104895104895
Bags,Women,4,118,472,37.17,Cash,1.0,85518.0,Mumbai,1,509.17,0.07858350951374207
Home and kitchen,Furnishing,5,177,885,37.17,Cash,1.0,145210.0,Vishakhapatnam,1,922.17,0.04195259593679458
Clothing,Women,5,622,3110,326.55,Credit Card,3.0,27055.0,Pune,0,3436.55,0.10496624879459981
Clothing,Women,1,353,353,37.065,Mobile Payments,5.0,60072.0,Gurgaon,0,390.065,0.10470338983050846
Electronics,Audio and video,5,1407,7035,738.675,Credit Card,1.0,97372.0,Kolkata,0,7773.675,0.10498507674815236
Home and kitchen,Tools,5,1487,7435,780.675,Credit Card,4.0,24717.0,Gurgaon,0,8215.675,0.10498587950511026
Books,Non-Fiction,4,280,1120,117.6,Mobile Payments,1.0,90247.0,Hyderabad,0,1237.6,0.10490633363068688
Electronics,Cameras,1,351,351,36.855,Mobile Payments,4.0,75310.0,Hyderabad,0,387.855,0.10470170454545454
Clothing,Women,1,351,351,36.855,Mobile Payments,5.0,87951.0,New Delhi,0,387.855,0.10470170454545454
Footwear,Mens,4,1154,4616,484.68,Debit Card,5.0,99407.0,Ahmedabad,0,5100.68,0.1049772579597141
Home and kitchen,Kitchen,1,348,348,36.54,Mobile Payments,3.0,116421.0,Bangalore,0,384.54,0.10469914040114613
Clothing,Women,4,1345,5380,564.9,Debit Card,4.0,58860.0,Kolkata,0,5944.9,0.10498048689834603
Clothing,Women,5,680,3400,214.2,Debit Card,2.0,62919.0,Hyderabad,1,3614.2,0.06298147603645986
Bags,Women,4,568,2272,238.56,Debit Card,5.0,96745.0,Gurgaon,0,2510.56,0.1049538055433348
Home and kitchen,Kitchen,5,1423,7115,298.83,Credit Card,2.0,46916.0,Kolkata,1,7413.83,0.04199409780775717
Footwear,Kids,2,612,1224,128.52,Mobile Payments,2.0,34032.0,New Delhi,0,1352.52,0.10491428571428572
Books,DIY,5,1181,5905,620.025,Debit Card,4.0,114056.0,Pune,0,6525.025,0.10498222146969184
Books,Academic,2,1007,2014,211.47,Debit Card,4.0,60163.0,Kolkata,0,2225.47,0.10494789081885857
Home and kitchen,Furnishing,5,1355,6775,284.55,Credit Card,5.0,22015.0,Mumbai,1,7059.55,0.041993801652892564
Clothing,Mens,1,342,342,35.91,Mobile Payments,4.0,50103.0,Chennai,0,377.90999999999997,0.1046938775510204
Clothing,Women,5,1266,6330,398.79,Debit Card,1.0,30753.0,Bangalore,1,6728.79,0.06299004896540832
Footwear,Women,5,305,1525,160.125,Mobile Payments,3.0,61270.0,Bangalore,0,1685.125,0.10493119266055045
Home and kitchen,Bath,4,339,1356,35.595,Mobile Payments,1.0,16771.0,Hyderabad,1,1391.595,0.02623065585851142
Footwear,Women,2,1226,2452,257.46,Credit Card,5.0,47870.0,Hyderabad,0,2709.46,0.1049571952710966
Bags,Mens,1,1231,1231,129.255,Mobile Payments,4.0,81248.0,Mumbai,0,1360.255,0.10491477272727272
Home and kitchen,Tools,5,863,4315,181.23,Mobile Payments,1.0,24025.0,Kolkata,1,4496.23,0.0419902687673772
Clothing,Mens,3,501,1503,157.815,Mobile Payments,4.0,14048.0,Gurgaon,0,1660.815,0.10493018617021277
