Month,product_category,Product_Subcategory,Quantity,Unit_Price,Price,Tax,Payment_mode,Store_type,Reviews,Income,city,Gender,Marital_status,Education_Level,Profession_Type,Return
May,Books,Fiction,5,996,4980,522.9,Credit Card,e-Shop,4.0,31756.0,Hyderabad,M,1,Others,Others,0
May,Clothing,Women,2,412,824,86.52,Mobile Payments,e-Shop,5.0,31973.0,Chennai,M,1,Basic,Others,0
May,Home and kitchen,Kitchen,1,824,824,86.52,Mobile Payments,TeleShop,5.0,103427.0,Chennai,M,1,Basic,Self Employed,0
May,Books,Academic,4,1491,5964,626.22,Credit Card,e-Shop,5.0,69047.0,Gurgaon,M,0,Basic,Self Employed,0
May,Footwear,Women,5,1094,5470,574.35,Credit Card,TeleShop,5.0,15173.0,Bangalore,F,0,Basic,Salaried,0
May,Home and kitchen,Furnishing,3,1206,3618,633.15,Credit Card,e-Shop,1.0,72158.0,Vishakhapatnam,M,0,Basic,Others,1
May,Footwear,Women,4,969,3876,406.98,Credit Card,e-Shop,5.0,140018.0,Bangalore,M,1,Graduation,Salaried,0
May,Books,Academic,2,410,820,86.1,Cash,Flagship store,5.0,67696.0,Chennai,M,0,Graduation,Others,0
May,Clothing,Mens,4,1313,5252,551.46,Debit Card,e-Shop,5.0,61362.0,Mumbai,M,1,Others,Salaried,0
May,Footwear,Mens,5,1164,5820,611.1,Debit Card,e-Shop,5.0,34584.0,Gurgaon,M,1,Others,Self Employed,0
May,Footwear,Kids,2,658,1316,138.18,Mobile Payments,TeleShop,3.0,61876.0,Pune,F,0,Others,Self Employed,0
May,Home and kitchen,Tools,5,797,3985,251.055,Debit Card,TeleShop,1.0,18973.0,Kolkata,M,1,Others,Salaried,1
May,Clothing,Women,3,607,1821,191.205,Cash,Flagship store,5.0,14835.0,Bangalore,F,0,Others,Others,0
May,Footwear,Mens,5,713,3565,374.325,Credit Card,MBR,5.0,80755.0,Pune,F,1,Others,Others,0
May,Clothing,Women,3,273,819,85.995,Mobile Payments,Flagship store,1.0,62338.0,Hyderabad,M,1,PhD,Self Employed,0
May,Bags,Mens,1,982,982,103.11,Cash,Flagship store,5.0,80286.0,Mumbai,M,0,PhD,Others,0
May,Home and kitchen,Kitchen,4,429,1716,180.18,Mobile Payments,Flagship store,4.0,53745.0,Hyderabad,M,0,PhD,Self Employed,0
May,Footwear,Mens,1,454,454,47.67,Mobile Payments,e-Shop,1.0,21911.0,Pune,F,1,Basic,Others,0
May,Home and kitchen,Kitchen,5,954,4770,500.85,Credit Card,TeleShop,5.0,89250.0,Gurgaon,M,1,Master,Self Employed,0
May,Clothing,Women,1,813,813,85.365,Cash,MBR,2.0,132090.0,Kolkata,F,1,Master,Others,0
May,Clothing,Women,4,406,1624,85.26,Mobile Payments,e-Shop,2.0,125355.0,Mumbai,M,0,Master,Others,1
May,Electronics,Mobiles,1,819,819,85.995,Mobile Payments,TeleShop,5.0,40980.0,Hyderabad,M,0,Master,Self Employed,0
May,Bags,Women,5,400,2000,210.0,Debit Card,e-Shop,5.0,28615.0,Vishakhapatnam,M,1,Graduation,Self Employed,0
May,Footwear,Women,4,1323,5292,555.66,Debit Card,e-Shop,3.0,93751.0,Vishakhapatnam,F,1,Others,Others,0
May,Books,Non-Fiction,4,796,3184,167.16,Mobile Payments,Flagship store,4.0,100731.0,Mumbai,F,1,Master,Self Employed,1
May,Footwear,Kids,1,111,111,11.655,Mobile Payments,e-Shop,3.0,69118.0,Ahmedabad,M,0,Master,Others,0
May,Bags,Women,1,853,853,89.565,Mobile Payments,MBR,2.0,104919.0,Kolkata,M,1,Master,Salaried,0
May,Electronics,Cameras,5,1433,7165,752.325,Credit Card,TeleShop,4.0,34960.0,Ahmedabad,M,1,Master,Salaried,0
May,Home and kitchen,Bath,2,252,504,52.92,Mobile Payments,e-Shop,4.0,25387.0,New Delhi,M,0,Master,Others,0
May,Home and kitchen,Tools,4,181,724,76.02,Mobile Payments,e-Shop,1.0,65763.0,Hyderabad,F,0,Graduation,Self Employed,0
May,Footwear,Mens,1,1019,1019,106.995,Mobile Payments,Flagship store,1.0,14494.0,New Delhi,F,0,Basic,Salaried,0
May,Clothing,Mens,1,172,172,18.06,Mobile Payments,e-Shop,5.0,90476.0,Chennai,M,1,Graduation,Salaried,0
May,Footwear,Women,2,84,168,17.64,Mobile Payments,TeleShop,5.0,19625.0,Gurgaon,M,0,Graduation,Self Employed,0
May,Books,Non-Fiction,1,796,796,83.58,Mobile Payments,TeleShop,5.0,101210.0,Chennai,M,1,Graduation,Others,0
May,Clothing,Women,2,398,796,83.58,Cash,MBR,3.0,18209.0,Vishakhapatnam,M,0,PhD,Others,0
May,Books,DIY,1,795,795,83.475,Mobile Payments,TeleShop,3.0,134188.0,Vishakhapatnam,M,1,Graduation,Salaried,0
May,Home and kitchen,Furnishing,1,1053,1053,331.695,Debit Card,Flagship store,1.0,29480.0,New Delhi,M,0,Others,Salaried,1
May,Clothing,Mens,1,789,789,82.845,Mobile Payments,e-Shop,5.0,128267.0,Hyderabad,M,0,Others,Salaried,0
May,Clothing,Mens,1,788,788,82.74,Cash,MBR,1.0,127352.0,Pune,F,1,Others,Self Employed,0
May,Books,Non-Fiction,3,783,2349,246.645,Credit Card,TeleShop,5.0,53432.0,Hyderabad,F,0,Others,Self Employed,0
May,Electronics,Audio and video,5,830,4150,435.75,Debit Card,e-Shop,5.0,23537.0,Mumbai,F,0,Others,Others,0
May,Footwear,Women,5,434,2170,227.85,Credit Card,e-Shop,5.0,29857.0,Bangalore,F,0,Others,Others,0
May,Footwear,Women,1,138,138,14.49,Mobile Payments,MBR,4.0,58720.0,Chennai,M,0,Others,Self Employed,0
May,Bags,Women,5,292,1460,30.66,Mobile Payments,e-Shop,1.0,58608.0,Kolkata,M,1,Master,Salaried,1
May,Home and kitchen,Furnishing,5,859,4295,360.78,Credit Card,TeleShop,1.0,133204.0,Gurgaon,F,0,Master,Self Employed,1
May,Home and kitchen,Kitchen,1,784,784,82.32,Mobile Payments,TeleShop,4.0,50812.0,Vishakhapatnam,F,1,Master,Others,0
May,Home and kitchen,Bath,5,457,2285,239.925,Debit Card,MBR,1.0,117149.0,Pune,M,0,Graduation,Others,1
May,Bags,Mens,2,1048,2096,220.08,Credit Card,Flagship store,4.0,28756.0,Ahmedabad,M,1,Master,Self Employed,0
May,Home and kitchen,Tools,4,1231,4924,387.765,Credit Card,e-Shop,2.0,80378.0,Kolkata,M,0,Master,Salaried,1
May,Books,DIY,4,195,780,81.9,Cash,MBR,2.0,28688.0,Mumbai,F,1,Others,Self Employed,0
May,Footwear,Kids,3,706,2118,222.39,Credit Card,TeleShop,4.0,28475.0,Vishakhapatnam,F,0,Others,Self Employed,0
May,Electronics,Computers,3,259,777,81.585,Mobile Payments,Flagship store,1.0,49658.0,Kolkata,F,0,Others,Salaried,0
May,Books,Academic,1,1470,1470,154.35,Mobile Payments,e-Shop,4.0,24260.0,Bangalore,M,1,Graduation,Self Employed,0
May,Clothing,Women,1,777,777,81.585,Cash,Flagship store,5.0,47593.0,Pune,M,0,Graduation,Salaried,0
May,Home and kitchen,Tools,2,701,1402,147.21,Mobile Payments,e-Shop,5.0,72464.0,Kolkata,M,1,Graduation,Salaried,0
May,Clothing,Mens,2,1284,2568,269.64,Debit Card,TeleShop,4.0,34708.0,Mumbai,M,1,Graduation,Others,0
May,Home and kitchen,Bath,5,227,1135,119.175,Mobile Payments,e-Shop,5.0,41368.0,Gurgaon,M,1,Graduation,Others,0
May,Bags,Mens,4,733,2932,307.86,Debit Card,e-Shop,2.0,92565.0,Gurgaon,F,0,Graduation,Self Employed,1
May,Clothing,Women,3,256,768,80.64,Cash,MBR,2.0,63427.0,Kolkata,M,1,Others,Self Employed,0
May,Clothing,Women,2,384,768,80.64,Cash,MBR,3.0,64940.0,Gurgaon,M,0,Graduation,Others,0
May,Footwear,Kids,4,1375,5500,577.5,Credit Card,Flagship store,3.0,29890.0,Chennai,F,0,Graduation,Self Employed,0
May,Footwear,Kids,2,1347,2694,282.87,Debit Card,e-Shop,5.0,102949.0,Kolkata,M,1,Graduation,Self Employed,0
May,Home and kitchen,Kitchen,1,339,339,35.595,Mobile Payments,TeleShop,5.0,91194.0,Chennai,M,1,Basic,Salaried,0
May,Home and kitchen,Tools,4,1191,4764,500.22,Credit Card,e-Shop,5.0,44602.0,Hyderabad,M,1,Graduation,Others,0
May,Clothing,Women,4,191,764,80.22,Cash,MBR,4.0,112272.0,Chennai,M,1,Graduation,Self Employed,0
May,Electronics,Computers,2,379,758,79.59,Mobile Payments,e-Shop,5.0,29157.0,Chennai,M,1,PhD,Salaried,0
May,Home and kitchen,Kitchen,5,484,2420,254.1,Debit Card,Flagship store,2.0,108720.0,Chennai,M,0,PhD,Salaried,0
May,Footwear,Mens,2,440,880,92.4,Mobile Payments,MBR,2.0,67266.0,Hyderabad,F,1,Graduation,Others,0
May,Footwear,Kids,5,596,2980,312.9,Credit Card,TeleShop,4.0,13872.0,Chennai,M,1,Graduation,Others,0
May,Clothing,Mens,1,1027,1027,107.835,Mobile Payments,TeleShop,5.0,105012.0,Ahmedabad,M,1,Graduation,Others,0
May,Clothing,Women,3,1186,3558,373.59,Credit Card,MBR,5.0,24387.0,Hyderabad,M,0,Graduation,Salaried,0
May,Home and kitchen,Bath,2,838,1676,175.98,Mobile Payments,e-Shop,2.0,105222.0,Gurgaon,M,0,PhD,Others,0
May,Home and kitchen,Furnishing,5,818,4090,429.45,Debit Card,TeleShop,4.0,39238.0,New Delhi,M,1,PhD,Salaried,0
May,Footwear,Women,3,1169,3507,368.235,Credit Card,MBR,4.0,70627.0,Vishakhapatnam,M,1,PhD,Salaried,0
May,Footwear,Women,3,1386,4158,436.59,Debit Card,e-Shop,5.0,62023.0,Chennai,M,0,Master,Self Employed,0
May,Footwear,Mens,1,759,759,79.695,Mobile Payments,MBR,5.0,102679.0,Hyderabad,M,1,Graduation,Salaried,0
May,Clothing,Women,2,378,756,79.38,Mobile Payments,e-Shop,5.0,27384.0,Pune,M,0,Master,Salaried,0
May,Footwear,Women,3,1115,3345,351.225,Debit Card,e-Shop,5.0,44385.0,Chennai,M,0,Graduation,Self Employed,0
May,Books,Academic,3,388,1164,122.22,Mobile Payments,TeleShop,4.0,49745.0,Bangalore,M,1,Graduation,Others,0
May,Books,Academic,4,473,1892,198.66,Cash,MBR,5.0,34341.0,Kolkata,M,1,Graduation,Self Employed,0
May,Clothing,Mens,3,252,756,79.38,Cash,MBR,5.0,36102.0,Hyderabad,M,1,Graduation,Self Employed,0
May,Footwear,Kids,5,115,575,60.375,Mobile Payments,e-Shop,4.0,36859.0,Mumbai,F,0,Graduation,Others,0
May,Home and kitchen,Furnishing,2,378,756,79.38,Cash,MBR,5.0,9742.0,Bangalore,M,1,Graduation,Salaried,0
May,Electronics,Mobiles,1,755,755,79.275,Mobile Payments,TeleShop,5.0,63227.0,Bangalore,F,1,Graduation,Self Employed,0
May,Footwear,Kids,4,673,2692,282.66,Credit Card,e-Shop,2.0,27412.0,Vishakhapatnam,F,1,Graduation,Self Employed,0
May,Bags,Women,5,736,3680,309.12,Credit Card,MBR,2.0,24533.0,Gurgaon,F,0,PhD,Salaried,1
May,Home and kitchen,Kitchen,5,251,1255,79.065,Cash,MBR,1.0,27095.0,Gurgaon,M,0,PhD,Others,1
May,Footwear,Women,5,150,750,78.75,Cash,Flagship store,4.0,96076.0,Gurgaon,F,1,PhD,Salaried,0
May,Books,Non-Fiction,3,762,2286,240.03,Debit Card,Flagship store,5.0,81773.0,Chennai,M,0,PhD,Self Employed,0
May,Electronics,Mobiles,2,375,750,78.75,Mobile Payments,e-Shop,3.0,62298.0,Mumbai,M,1,PhD,Self Employed,0
May,Footwear,Kids,5,538,2690,56.49,Mobile Payments,e-Shop,1.0,38737.0,Chennai,F,1,PhD,Others,1
May,Clothing,Mens,5,1102,5510,578.55,Credit Card,e-Shop,5.0,15875.0,Kolkata,M,1,PhD,Salaried,0
May,Footwear,Women,5,100,500,21.0,Mobile Payments,e-Shop,1.0,93491.0,Vishakhapatnam,F,1,Others,Others,1
May,Footwear,Mens,4,1434,5736,451.71,Credit Card,Flagship store,1.0,72127.0,Ahmedabad,F,1,Others,Salaried,1
May,Footwear,Kids,3,927,2781,292.005,Credit Card,Flagship store,5.0,20198.0,Pune,M,1,Others,Self Employed,0
May,Books,DIY,3,924,2772,291.06,Credit Card,Flagship store,5.0,12804.0,Kolkata,M,0,Others,Others,0
May,Books,Academic,5,1115,5575,585.375,Credit Card,e-Shop,1.0,81271.0,Gurgaon,M,0,Others,Others,1
May,Footwear,Kids,3,350,1050,110.25,Mobile Payments,e-Shop,4.0,38562.0,Chennai,M,0,Graduation,Self Employed,0
May,Bags,Mens,3,418,1254,219.45,Debit Card,TeleShop,1.0,82538.0,Ahmedabad,M,1,Graduation,Self Employed,1
May,Books,DIY,4,1185,4740,622.125,Credit Card,Flagship store,4.0,112105.0,New Delhi,F,0,Graduation,Self Employed,1
May,Clothing,Women,1,508,508,53.34,Mobile Payments,e-Shop,5.0,20829.0,Kolkata,F,0,Graduation,Others,0
May,Home and kitchen,Furnishing,2,1156,2312,242.76,Debit Card,Flagship store,5.0,90600.0,Pune,M,1,Others,Self Employed,0
May,Bags,Women,1,735,735,77.175,Mobile Payments,e-Shop,5.0,78316.0,New Delhi,M,0,PhD,Others,0
May,Bags,Mens,1,1305,1305,137.025,Cash,Flagship store,1.0,31382.0,Gurgaon,M,1,Basic,Self Employed,0
May,Clothing,Women,4,1486,5944,624.12,Debit Card,e-Shop,1.0,67750.0,Pune,M,0,Basic,Self Employed,0
May,Footwear,Women,3,1013,3039,319.095,Debit Card,MBR,5.0,115675.0,Chennai,M,0,Graduation,Salaried,0
May,Bags,Mens,3,1160,3480,365.4,Credit Card,TeleShop,4.0,69261.0,Vishakhapatnam,F,0,Basic,Salaried,0
May,Home and kitchen,Kitchen,3,1356,4068,427.14,Debit Card,e-Shop,5.0,81142.0,Chennai,M,1,Master,Salaried,0
May,Footwear,Kids,2,363,726,76.23,Mobile Payments,e-Shop,5.0,91254.0,Hyderabad,M,1,Graduation,Self Employed,0
May,Books,DIY,4,519,2076,217.98,Debit Card,TeleShop,5.0,102863.0,Vishakhapatnam,M,1,Graduation,Others,0
May,Books,DIY,4,179,716,75.18,Mobile Payments,e-Shop,1.0,138402.0,Vishakhapatnam,F,1,Master,Salaried,1
May,Footwear,Women,4,617,2468,259.14,Debit Card,e-Shop,5.0,45218.0,New Delhi,M,1,Master,Self Employed,0
May,Clothing,Women,4,1097,4388,345.555,Debit Card,e-Shop,2.0,109903.0,New Delhi,M,1,Master,Others,1
May,Home and kitchen,Bath,3,238,714,74.97,Mobile Payments,e-Shop,5.0,59116.0,Chennai,M,1,Master,Self Employed,0
May,Bags,Mens,4,498,1992,209.16,Debit Card,e-Shop,5.0,48631.0,Hyderabad,F,1,PhD,Salaried,0
May,Clothing,Mens,1,175,175,18.375,Mobile Payments,MBR,3.0,36391.0,Kolkata,M,1,Master,Others,0
May,Clothing,Mens,2,1306,2612,274.26,Credit Card,Flagship store,4.0,96704.0,Gurgaon,M,0,Master,Salaried,0
May,Home and kitchen,Kitchen,2,355,710,74.55,Mobile Payments,TeleShop,5.0,91964.0,Ahmedabad,M,0,Basic,Salaried,0
May,Clothing,Women,4,320,1280,134.4,Cash,MBR,3.0,104282.0,Hyderabad,M,0,Basic,Self Employed,0
May,Clothing,Mens,3,993,2979,312.795,Credit Card,TeleShop,5.0,49232.0,Pune,M,1,Others,Salaried,0
May,Footwear,Mens,4,388,1552,162.96,Mobile Payments,MBR,5.0,25356.0,Pune,M,1,Others,Salaried,0
May,Clothing,Women,4,596,2384,62.58,Mobile Payments,e-Shop,1.0,45169.0,Ahmedabad,F,1,Graduation,Self Employed,1
May,Home and kitchen,Kitchen,4,742,2968,311.64,Credit Card,MBR,4.0,37875.0,Hyderabad,F,0,Master,Others,0
May,Bags,Women,1,930,930,97.65,Mobile Payments,TeleShop,5.0,38395.0,Ahmedabad,M,0,Others,Salaried,0
May,Books,Academic,3,1467,4401,462.105,Debit Card,MBR,5.0,10829.0,New Delhi,M,1,Graduation,Salaried,0
May,Home and kitchen,Tools,2,1241,2482,260.61,Debit Card,Flagship store,4.0,78599.0,Mumbai,F,1,Others,Self Employed,0
May,Electronics,Mobiles,3,1020,3060,321.3,Credit Card,MBR,5.0,10673.0,Ahmedabad,M,1,Others,Others,0
May,Footwear,Women,5,840,4200,88.2,Mobile Payments,e-Shop,2.0,45992.0,Hyderabad,M,1,Master,Self Employed,1
May,Home and kitchen,Furnishing,5,141,705,74.025,Mobile Payments,e-Shop,5.0,11729.0,Hyderabad,F,0,Graduation,Others,0
May,Footwear,Women,4,1476,5904,619.92,Credit Card,e-Shop,5.0,23630.0,Vishakhapatnam,M,0,Master,Salaried,0
May,Books,DIY,4,1259,5036,528.78,Debit Card,TeleShop,3.0,139380.0,Pune,M,0,PhD,Salaried,0
May,Home and kitchen,Bath,4,176,704,73.92,Mobile Payments,e-Shop,2.0,35775.0,Gurgaon,M,1,Basic,Salaried,0
May,Clothing,Mens,4,851,3404,357.42,Credit Card,e-Shop,2.0,24154.0,Bangalore,M,1,Basic,Others,0
May,Bags,Women,4,352,1408,73.92,Mobile Payments,e-Shop,3.0,125936.0,Chennai,M,1,PhD,Self Employed,1
May,Books,Non-Fiction,2,699,1398,146.79,Mobile Payments,MBR,4.0,96976.0,Bangalore,M,1,PhD,Salaried,0
May,Footwear,Kids,4,832,3328,349.44,Credit Card,TeleShop,3.0,90896.0,Bangalore,F,1,Others,Others,0
May,Books,Non-Fiction,3,984,2952,309.96,Credit Card,Flagship store,4.0,15289.0,Ahmedabad,M,1,PhD,Others,0
May,Clothing,Mens,3,1499,4497,472.185,Debit Card,Flagship store,5.0,20094.0,Ahmedabad,M,0,Basic,Others,0
May,Clothing,Mens,4,138,552,57.96,Cash,Flagship store,2.0,17233.0,Pune,M,0,Others,Self Employed,0
May,Books,Academic,5,264,1320,110.88,Cash,MBR,2.0,21861.0,Ahmedabad,M,1,Master,Others,1
May,Footwear,Women,5,1369,6845,287.49,Credit Card,e-Shop,1.0,101440.0,Kolkata,M,1,Master,Salaried,1
May,Clothing,Women,4,673,2692,282.66,Debit Card,Flagship store,5.0,26210.0,Kolkata,F,0,Master,Salaried,0
May,Home and kitchen,Bath,5,405,2025,212.625,Debit Card,TeleShop,5.0,97448.0,Ahmedabad,M,1,Graduation,Self Employed,0
May,Footwear,Mens,3,983,2949,309.645,Credit Card,MBR,4.0,58033.0,Kolkata,F,0,Others,Self Employed,0
May,Clothing,Mens,1,1001,1001,105.105,Mobile Payments,TeleShop,2.0,18907.0,Vishakhapatnam,M,1,PhD,Others,0
May,Footwear,Women,1,696,696,73.08,Mobile Payments,TeleShop,5.0,20072.0,Mumbai,F,0,Master,Others,0
May,Books,DIY,3,220,660,69.3,Mobile Payments,e-Shop,5.0,26431.0,Pune,F,1,Master,Others,0
May,Clothing,Mens,2,1226,2452,257.46,Credit Card,e-Shop,4.0,76748.0,Pune,M,1,PhD,Others,0
May,Bags,Women,4,1258,5032,528.36,Debit Card,e-Shop,4.0,115078.0,Chennai,M,0,PhD,Others,0
May,Home and kitchen,Furnishing,3,230,690,72.45,Mobile Payments,Flagship store,5.0,117350.0,New Delhi,M,1,Master,Others,0
May,Clothing,Mens,4,1278,5112,536.76,Credit Card,e-Shop,5.0,118196.0,Hyderabad,M,1,PhD,Self Employed,0
May,Footwear,Women,3,1331,3993,419.265,Credit Card,TeleShop,5.0,44721.0,Chennai,M,0,Basic,Others,0
May,Clothing,Mens,1,457,457,47.985,Mobile Payments,MBR,4.0,37071.0,Kolkata,M,1,Basic,Salaried,0
May,Bags,Mens,1,1410,1410,148.05,Cash,MBR,4.0,25038.0,Pune,M,1,PhD,Salaried,0
May,Home and kitchen,Kitchen,1,228,228,71.82,Mobile Payments,e-Shop,1.0,128100.0,Pune,M,0,Graduation,Self Employed,1
May,Footwear,Women,4,226,904,94.92,Cash,MBR,4.0,93662.0,Gurgaon,M,1,Master,Self Employed,0
May,Clothing,Mens,5,342,1710,179.55,Mobile Payments,TeleShop,5.0,61511.0,Kolkata,F,0,Others,Others,0
May,Home and kitchen,Kitchen,4,206,824,86.52,Mobile Payments,e-Shop,4.0,93119.0,Pune,M,0,Others,Self Employed,0
May,Books,Academic,1,682,682,71.61,Mobile Payments,Flagship store,5.0,137226.0,Mumbai,F,0,PhD,Others,0
May,Footwear,Kids,1,682,682,71.61,Mobile Payments,MBR,5.0,76974.0,Ahmedabad,F,1,Graduation,Self Employed,0
May,Clothing,Women,5,1033,5165,542.325,Debit Card,e-Shop,5.0,49148.0,Gurgaon,M,1,PhD,Self Employed,0
May,Clothing,Women,2,340,680,71.4,Mobile Payments,e-Shop,4.0,92426.0,Pune,M,1,PhD,Others,0
May,Bags,Mens,4,1422,5688,597.24,Debit Card,e-Shop,5.0,44070.0,Ahmedabad,F,1,PhD,Others,0
May,Clothing,Women,3,858,2574,270.27,Credit Card,MBR,5.0,74586.0,Bangalore,F,1,PhD,Self Employed,0
May,Books,Fiction,5,935,4675,490.875,Debit Card,e-Shop,5.0,44690.0,New Delhi,M,0,PhD,Salaried,0
May,Footwear,Women,1,673,673,70.665,Cash,Flagship store,1.0,39415.0,Pune,M,1,PhD,Others,1
May,Books,Academic,1,673,673,70.665,Mobile Payments,e-Shop,5.0,73765.0,Ahmedabad,M,0,PhD,Self Employed,0
May,Bags,Mens,5,1406,7030,738.15,Debit Card,MBR,5.0,20222.0,Kolkata,M,0,PhD,Salaried,0
May,Footwear,Mens,1,671,671,70.455,Mobile Payments,e-Shop,2.0,68014.0,Kolkata,M,1,Others,Others,0
May,Home and kitchen,Bath,2,1245,2490,261.45,Credit Card,Flagship store,3.0,63174.0,Bangalore,F,0,Others,Salaried,0
May,Home and kitchen,Furnishing,5,1452,7260,762.3,Debit Card,e-Shop,5.0,69297.0,Gurgaon,F,1,Others,Self Employed,0
May,Clothing,Women,4,865,3460,363.3,Debit Card,TeleShop,4.0,86563.0,Vishakhapatnam,F,1,Others,Others,0
May,Bags,Women,1,547,547,57.435,Mobile Payments,Flagship store,1.0,32606.0,Vishakhapatnam,F,0,Others,Salaried,1
May,Bags,Women,4,195,780,81.9,Cash,Flagship store,4.0,11170.0,Kolkata,M,0,Others,Self Employed,0
May,Clothing,Women,1,774,774,81.27,Mobile Payments,e-Shop,2.0,40147.0,Hyderabad,M,0,Others,Others,0
May,Bags,Women,3,1434,4302,451.71,Credit Card,TeleShop,5.0,99772.0,Hyderabad,M,1,PhD,Others,0
May,Home and kitchen,Kitchen,3,236,708,74.34,Mobile Payments,TeleShop,5.0,34996.0,Chennai,F,0,Master,Salaried,0
May,Home and kitchen,Furnishing,1,1021,1021,107.205,Mobile Payments,TeleShop,3.0,53015.0,Bangalore,F,1,PhD,Others,0
May,Books,Non-Fiction,5,887,4435,465.675,Debit Card,e-Shop,4.0,90283.0,Mumbai,M,0,PhD,Others,0
May,Home and kitchen,Furnishing,4,1128,4512,473.76,Debit Card,TeleShop,2.0,33219.0,New Delhi,M,1,PhD,Others,0
May,Home and kitchen,Bath,4,388,1552,81.48,Mobile Payments,TeleShop,1.0,103278.0,Kolkata,M,1,PhD,Self Employed,1
May,Clothing,Women,4,1193,4772,501.06,Debit Card,e-Shop,5.0,72094.0,Vishakhapatnam,F,1,Basic,Others,0
May,Bags,Women,4,657,2628,68.985,Cash,MBR,2.0,96484.0,Kolkata,F,1,Graduation,Self Employed,1
May,Clothing,Mens,3,218,654,68.67,Cash,MBR,5.0,97158.0,New Delhi,M,1,Graduation,Others,0
May,Electronics,Computers,1,652,652,68.46,Mobile Payments,Flagship store,5.0,81548.0,Kolkata,F,1,Master,Self Employed,0
May,Bags,Mens,3,333,999,104.895,Mobile Payments,TeleShop,4.0,62753.0,Pune,M,1,Graduation,Salaried,0
May,Bags,Women,4,467,1868,196.14,Mobile Payments,e-Shop,4.0,50322.0,Pune,M,1,Others,Salaried,0
May,Clothing,Mens,3,996,2988,313.74,Debit Card,Flagship store,5.0,31282.0,Mumbai,F,1,Others,Salaried,0
May,Clothing,Mens,4,1322,5288,555.24,Credit Card,e-Shop,5.0,46101.0,Gurgaon,F,0,Others,Self Employed,0
May,Clothing,Mens,4,345,1380,144.9,Cash,Flagship store,5.0,71583.0,Bangalore,M,1,Others,Others,0
May,Books,Fiction,1,1070,1070,112.35,Cash,MBR,4.0,64985.0,Ahmedabad,F,1,Others,Salaried,0
May,Clothing,Women,1,1353,1353,142.065,Mobile Payments,Flagship store,5.0,126488.0,Mumbai,F,0,Others,Others,0
May,Home and kitchen,Tools,5,444,2220,233.1,Debit Card,TeleShop,5.0,44268.0,Pune,M,0,Others,Others,0
May,Books,DIY,5,595,2975,312.375,Credit Card,e-Shop,5.0,98490.0,Ahmedabad,M,1,Others,Self Employed,0
May,Clothing,Women,1,184,184,19.32,Cash,Flagship store,5.0,98550.0,Chennai,F,1,Others,Salaried,0
May,Electronics,Mobiles,4,196,784,82.32,Mobile Payments,e-Shop,3.0,49355.0,Pune,F,1,Others,Salaried,0
May,Footwear,Kids,3,817,2451,257.355,Credit Card,TeleShop,2.0,79264.0,Chennai,F,1,PhD,Salaried,0
May,Bags,Women,1,634,634,66.57,Mobile Payments,MBR,4.0,112174.0,New Delhi,F,1,Basic,Self Employed,0
May,Clothing,Mens,2,316,632,66.36,Mobile Payments,Flagship store,4.0,29767.0,Bangalore,F,1,Graduation,Salaried,0
May,Electronics,Personal Appliances,5,253,1265,132.825,Mobile Payments,MBR,5.0,104805.0,Kolkata,M,0,Master,Salaried,0
May,Footwear,Kids,1,1416,1416,148.68,Mobile Payments,e-Shop,4.0,39563.0,Kolkata,F,0,Master,Self Employed,0
May,Clothing,Mens,3,161,483,50.715,Cash,Flagship store,4.0,71799.0,Kolkata,M,0,Master,Salaried,0
May,Clothing,Mens,4,615,2460,258.3,Debit Card,TeleShop,4.0,86077.0,Bangalore,F,1,Master,Salaried,0
May,Clothing,Women,4,860,3440,90.3,Mobile Payments,TeleShop,2.0,38021.0,Mumbai,M,1,PhD,Self Employed,1
May,Clothing,Mens,5,1043,5215,547.575,Debit Card,e-Shop,4.0,78469.0,Kolkata,F,0,Master,Salaried,0
May,Footwear,Women,5,1166,5830,612.15,Debit Card,MBR,1.0,90087.0,Vishakhapatnam,F,1,Graduation,Salaried,0
May,Home and kitchen,Tools,5,1413,7065,741.825,Credit Card,e-Shop,5.0,80187.0,Bangalore,F,1,Graduation,Salaried,1
May,Footwear,Kids,2,309,618,64.89,Mobile Payments,e-Shop,5.0,72959.0,Vishakhapatnam,M,1,Graduation,Salaried,0
May,Clothing,Women,2,309,618,64.89,Mobile Payments,MBR,5.0,38149.0,Hyderabad,M,0,Graduation,Others,0
May,Clothing,Women,4,1285,5140,539.7,Debit Card,TeleShop,5.0,140017.0,Vishakhapatnam,F,1,Graduation,Others,0
May,Home and kitchen,Furnishing,3,308,924,64.68,Mobile Payments,TeleShop,5.0,95996.0,Chennai,F,0,Graduation,Self Employed,1
May,Footwear,Kids,3,545,1635,171.675,Cash,Flagship store,1.0,25725.0,Gurgaon,F,1,Others,Self Employed,0
May,Home and kitchen,Furnishing,5,802,4010,421.05,Credit Card,e-Shop,5.0,69260.0,Gurgaon,M,0,PhD,Self Employed,0
May,Books,Non-Fiction,5,122,610,64.05,Mobile Payments,e-Shop,5.0,68510.0,New Delhi,F,1,PhD,Salaried,0
May,Home and kitchen,Kitchen,4,152,608,63.84,Mobile Payments,e-Shop,5.0,81295.0,Mumbai,M,1,Master,Self Employed,0
May,Bags,Women,4,125,500,52.5,Mobile Payments,e-Shop,4.0,76622.0,Vishakhapatnam,M,1,Others,Salaried,0
